,name_product,color,description,cloth_path,material,price,rates,url
268,Adicross Desert Button Golf Shirt,Coral Fusion,Step up your look for a day of golf and more in this adidas shirt. The cotton-blend jacquard delivers full-round comfort and breathability to keep you focused from tee to green. The button-front style and desert-themed print scores points all around.,Cloth/001141_1.jpg,"97% organic cotton, 3% recycled polyester jacquard",$160,4.4,https://www.adidas.com/us/adicross-desert-button-golf-shirt/HS3208.html
269,St. Louis CITY SC 23/24 Home Jersey,Power Pink / Night Indigo,"Welcome to St. Louis CITY SC. As the Missouri team enters top-level soccer for the first time, this adidas jersey uses St. Louis' famous Gateway Arch as the inspiration for its eye-catching halved design. Created with supporter comfort in mind, it includes moisture-absorbing AEROREADY and smooth fabric. A woven badge keeps you proud.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001142_1.jpg,100% recycled polyester interlock,$90,5.0,https://www.adidas.com/us/st.-louis-city-sc-23-24-home-jersey/HI1839.html
270,Jayhawks Swingman Jersey,Royal Blue / White,"Rock Chalk, Jayhawk. This adidas swingman basketball jersey resembles what the University of Kansas players wear on game day. It's made of lightweight fabric with mesh panels to enhance breathability while you run the floor or show off that sweet stroke. Moisture-absorbing AEROREADY keeps you dry from tip-off 'til the last whistle. The mascot signoff on the back neck gives a nod to your favorite team.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001144_1.jpg,100% recycled polyester mock eyelet,$90,5.0,https://www.adidas.com/us/jayhawks-swingman-jersey/HG8881.html
271,Tiro Tee,Black,"Whether you're running errands or meeting up with friends, this adidas tee brings the spirit of the game with you. Its loose fit and soft doubleknit build means all-day comfort. Engineered 3-Stripes on the sleeves sign off the look.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001146_1.jpg,100% recycled polyester doubleknit,$50,4.9,https://www.adidas.com/us/tiro-tee/IQ0895.html
272,Trefoil Essentials Tee,Medium Grey Heather,"Meet your new go-to t-shirt. Soft cotton feels just like home every time you pull it on. The perfect fit ensures maximum comfort — not too tight, not too loose. This adidas shirt was made to be worn on repeat, so rock it everywhere.  Our cotton products support more sustainable cotton farming.",Cloth/001147_1.jpg,100% cotton single jersey,$30,4.8,https://www.adidas.com/us/trefoil-essentials-tee/IA4865.html
273,AEROREADY FreeLift Pro Tennis Tee,Lucid Lemon F23,"A tee fit for Grand Slam royalty. London doesn't just host the world's oldest tennis tournament, it's also the home of Savile Row style. Part of a collection focused on fine detailing, this adidas t-shirt has a heraldry-inspired graphic woven into its fabric. Streamlined but stretchy and made with moisture-absorbing AEROREADY, it'll keep you sprinting around the court. The FreeLift design will elevate your aerial game too.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/001148_1.jpg,"70% recycled polyester, 30% elastane raschel",$20,4.9,https://www.adidas.com/us/aeroready-freelift-pro-tennis-tee/IK7108.html
274,Yoga Training Tee,Black / Carbon,"From handstands to balance poses, this adidas t-shirt allows you to move freely and mindfully in your yoga practice. AEROREADY helps keep you dry as you flow through Sun Salutations. The sleeve construction allows you to find your bind in Side Angle or Bird of Paradise pose.  This tee is made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",Cloth/001153_1.jpg,"70% lyocell, 30% recycled polyester single jersey",$35,4.6,https://www.adidas.com/us/yoga-training-tee/IP2358.html
275,Ultimate365 Allover Print Golf Polo Shirt,Collegiate Navy,"Designed for year-round play. This adidas golf polo shirt is made of soft, stretchy piqué fabric to keep you comfortable whether you're attempting a high-pressure shot or walking long stretches on the course. The allover print gives it a dynamic vibe.",Cloth/001155_1.jpg,"88% recycled polyester, 12% elastane single jersey",$85,4.8,https://www.adidas.com/us/ultimate365-allover-print-golf-polo-shirt/HR7910.html
276,4.0 Strike Through Short Sleeve Tee,Dark Green,Subtle graphics and the 3-Stripes mission statement. The 4.0 Strike Short Sleeve Tee offers a classic fit and all-cotton materials.   Our cotton products support more sustainable cotton farming.,Cloth/001156_1.jpg,100% cotton single jersey,$85,4.3,https://www.adidas.com/us/4.0-strike-through-short-sleeve-tee/IJ0969.html
277,Gym Heat Tank Top,Black / White,"Go hard. Stay comfortable. Take on sweaty sessions in this adidas tank top. AEROREADY keeps you dry, and mesh underarm panels add cooling breathability. A droptail hem with side slits lets you twist, turn, drop and squat freely and stay covered as you do, while flatlock seams reduce chafing.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001157_1.jpg,100% recycled polyester interlock,$55,4.0,https://www.adidas.com/us/gym-heat-tank-top/IR5701.html
278,Gym Heat Tee,Shadow Brown F23 / White,"To tackle intense workouts, you need gear that lets you move. The raglan sleeves and side slits in this adidas t-shirt serve up unrestricted reach, while the droptail hem provides coverage. When kettlebells or an overhead press call, AEROREADY keeps you dry, and mesh underarm panels add breathability.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001158_1.jpg,100% recycled polyester interlock,$35,4.4,https://www.adidas.com/us/gym-heat-tee/IR5698.html
279,Designed for Training Tee,Wonder Silver F23,"Whether you're going after that extra rep in the gym or fitting in a quick session at home, the Designed for Training Tee will help you make it count.   Lift, pull, and push yourself to your limits, fully supported by dynamic cutlines and stretchy elastane that enables freedom of movement in upper body strength training. Tactical seam placement on the shoulders, arms and side body help to prevent chafing, while a unique lift panel will help you reach your gains without restriction. Using sweat-wicking or absorbent materials, adidas AEROREADY products keep you feeling dry as you move.",Cloth/001159_1.jpg,"81% recycled polyester, 14% lyocell, 5% elastane single jersey",$35,4.7,https://www.adidas.com/us/designed-for-training-tee/IL1446.html
280,Shmoofoil Split Long Sleeve Tee,Grey Three,"Mark Gonzales' art and imagination define skateboarding, and his creativity and personality infuse every piece he designs. The adidas Shmoofoil Graphic Long Sleeve Tee levels up a classic with Gonz's playful take on the iconic Trefoil logo.   Our cotton products support more sustainable cotton farming.",Cloth/001160_1.jpg,100% cotton single jersey,$100,4.9,https://www.adidas.com/us/shmoofoil-split-long-sleeve-tee/II5954.html
281,Tiro Tee,Collegiate Green,"Whether you're running errands or meeting up with friends, this adidas tee brings the spirit of the game with you. Its loose fit and soft doubleknit build means all-day comfort. Engineered 3-Stripes on the sleeves sign off the look.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001161_1.jpg,100% recycled polyester doubleknit,$30,4.9,https://www.adidas.com/us/tiro-tee/IQ0894.html
282,Train Icons Big Logo Training Tee,Bright Royal / White,"Stronger, faster, fitter. Keep your training goals in mind as you work out in this training t-shirt. It's cut not too loose and not too tight for easy movement. AEROREADY keeps you dry during kettlebell workouts and spin classes. An adidas 3 Bar Logo represents your connection to the generations of athletes who came before.   Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/001163_1.jpg,"89% recycled polyester, 11% elastane mesh",$35,4.6,https://www.adidas.com/us/train-icons-big-logo-training-tee/IN9815.html
283,Court Sport Graphic Tee,Black,"Leave no doubts about your love of tennis. Complete with a colorful graphic on the back, this adidas tee comes in soft interlock fabric. Moisture-absorbing AEROREADY makes it the perfect choice to pull on before working on your game.  This garment is made with a yarn which contains 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. This garment contains at least 70% recycled content in total.",Cloth/001166_1.jpg,100% recycled polyester interlock,$35,4.3,https://www.adidas.com/us/court-sport-graphic-tee/II5918.html
284,adidas Multi Graphic Tee,White,"Graphic style is always confident, and this adidas tee rocks it. Designed with a 2000s feel, it features a mosaic of designs on the back that's anchored by the Trefoil. A ribbed crewneck goes for a classic fit, and pure cotton single jersey commands comfort daily.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/001170_1.jpg,100% cotton single jersey,$40,4.5,https://www.adidas.com/us/adidas-multi-graphic-tee/IN8736.html
